Rk,Player,Age,Team,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P,0-3,3-10,10-16,16-3P,3P,2P,3P,%FGA,#,%3PA,3P%,Att.,Md.
227.0,Drew Eubanks,28.0,SAC,C,16.0,5.0,253.0,0.647,6.0,0.971,0.353,0.485,0.118,0.015,0.029,0.652,0.833,0.545,0.625,0.0,0.5,0.93,1.0,0.265,17.0,1.0,0.5,0.0,0.0
228.0,Oso Ighodaro,23.0,PHO,PF,16.0,4.0,249.0,0.559,5.3,1.0,0.373,0.475,0.153,0.0,0.0,0.559,0.864,0.321,0.556,,,0.818,,0.237,13.0,,,0.0,0.0
229.0,Dalton Knecht,24.0,LAL,SF,14.0,1.0,249.0,0.464,17.5,0.452,0.143,0.119,0.167,0.024,0.548,0.632,0.75,0.6,0.5,1.0,0.326,0.625,0.933,0.095,7.0,0.239,0.273,0.0,0.0
230.0,Trendon Watford,25.0,PHI,PF,12.0,4.0,249.0,0.514,9.3,0.784,0.311,0.392,0.054,0.027,0.216,0.552,0.609,0.586,0.0,0.5,0.375,0.5,1.0,0.027,2.0,0.25,0.25,0.0,0.0
231.0,Aaron Wiggins,27.0,OKC,SG,9.0,5.0,248.0,0.459,15.3,0.459,0.243,0.171,0.036,0.009,0.541,0.51,0.593,0.421,0.5,0.0,0.417,0.615,0.92,0.036,4.0,0.3,0.444,0.0,0.0
232.0,Jalen Smith,25.0,CHI,C,15.0,0.0,244.0,0.491,15.7,0.439,0.298,0.114,0.0,0.026,0.561,0.62,0.765,0.308,,0.333,0.391,0.71,1.0,0.061,6.0,0.172,0.455,0.0,0.0
233.0,Keaton Wallace,26.0,ATL,PG,15.0,2.0,235.0,0.429,19.8,0.381,0.016,0.159,0.175,0.032,0.619,0.417,1.0,0.5,0.273,0.5,0.436,0.2,0.824,0.0,0.0,0.128,0.6,0.0,0.0
234.0,De'Aaron Fox,28.0,SAS,PG,7.0,7.0,235.0,0.517,13.9,0.633,0.217,0.217,0.125,0.075,0.367,0.592,0.885,0.538,0.333,0.333,0.386,0.356,0.471,0.008,1.0,0.136,0.5,0.0,0.0
235.0,Jordan Goodwin,27.0,PHO,PG,13.0,0.0,234.0,0.451,16.4,0.512,0.171,0.122,0.146,0.073,0.488,0.5,0.786,0.4,0.417,0.167,0.4,0.429,0.875,0.012,1.0,0.375,0.467,0.0,0.0
236.0,Jaylen Clark,24.0,MIN,SG,14.0,0.0,231.0,0.444,12.7,0.537,0.315,0.185,0.037,0.0,0.463,0.517,0.588,0.5,0.0,,0.36,0.333,1.0,0.074,4.0,0.76,0.421,0.0,0.0
237.0,Bogdan Bogdanović,33.0,LAC,SG,9.0,2.0,231.0,0.373,19.7,0.373,0.107,0.12,0.107,0.04,0.627,0.429,0.75,0.222,0.375,0.333,0.34,0.083,0.625,0.0,0.0,0.064,1.0,0.0,0.0
238.0,Vince Williams Jr.,25.0,MEM,SG,11.0,3.0,227.0,0.385,17.5,0.397,0.154,0.167,0.064,0.013,0.603,0.484,0.583,0.385,0.6,0.0,0.319,0.4,0.8,0.038,2.0,0.191,0.333,0.0,0.0
239.0,Cam Thomas,24.0,BRK,SG,8.0,8.0,226.0,0.402,15.6,0.659,0.098,0.205,0.22,0.136,0.341,0.425,0.462,0.37,0.552,0.278,0.356,0.432,0.563,0.008,1.0,0.089,0.5,0.0,0.0
240.0,Jordan Hawkins,23.0,NOP,SG,15.0,0.0,224.0,0.317,20.3,0.463,0.049,0.073,0.073,0.268,0.537,0.395,0.75,0.0,0.333,0.455,0.25,0.733,0.909,0.037,1.0,0.114,0.6,0.0,0.0
241.0,Luka Garza,27.0,BOS,C,15.0,0.0,222.0,0.567,11.9,0.657,0.328,0.209,0.104,0.015,0.343,0.636,0.682,0.571,0.571,1.0,0.435,0.571,1.0,0.015,1.0,0.217,0.4,0.0,0.0
242.0,Alex Caruso,31.0,OKC,SG,12.0,0.0,222.0,0.391,18.3,0.328,0.125,0.156,0.047,0.0,0.672,0.476,0.5,0.4,0.667,,0.349,0.7,1.0,0.063,3.0,0.279,0.333,0.0,0.0
243.0,Marvin Bagley III,26.0,WAS,PF,14.0,1.0,221.0,0.638,4.8,0.913,0.609,0.29,0.014,0.0,0.087,0.651,0.762,0.45,0.0,,0.5,0.537,1.0,0.217,15.0,0.167,1.0,0.0,0.0
244.0,Day'Ron Sharpe,24.0,BRK,C,14.0,0.0,220.0,0.632,7.7,0.789,0.456,0.333,0.0,0.0,0.211,0.733,0.962,0.421,,,0.25,0.515,1.0,0.175,8.0,0.083,0.0,0.0,0.0
245.0,Nique Clifford,23.0,SAC,SG,12.0,2.0,220.0,0.352,15.7,0.537,0.093,0.278,0.148,0.019,0.463,0.379,1.0,0.4,0.0,0.0,0.32,0.545,0.875,0.019,1.0,0.24,0.167,0.0,0.0
246.0,Collin Murray-Boyles,20.0,TOR,PF,11.0,3.0,220.0,0.5,9.6,0.735,0.5,0.147,0.029,0.059,0.265,0.5,0.618,0.3,0.5,0.0,0.5,0.76,1.0,0.118,5.0,0.167,0.333,0.0,0.0
247.0,Brook Lopez,37.0,LAC,C,15.0,0.0,219.0,0.415,21.1,0.317,0.037,0.171,0.098,0.012,0.683,0.538,0.333,0.571,0.625,0.0,0.357,0.643,1.0,0.024,2.0,0.089,0.0,0.0,0.0
248.0,Daniss Jenkins,24.0,DET,PG,10.0,4.0,219.0,0.495,13.2,0.695,0.158,0.326,0.168,0.042,0.305,0.515,0.733,0.548,0.25,0.5,0.448,0.265,1.0,0.032,2.0,0.172,0.6,1.0,1.0
249.0,Jeremiah Robinson-Earl,25.0,IND,PF,11.0,3.0,216.0,0.351,10.8,0.684,0.386,0.193,0.07,0.035,0.316,0.41,0.5,0.182,0.5,0.5,0.222,0.438,1.0,0.018,1.0,0.5,0.222,0.0,0.0
250.0,Zion Williamson,25.0,NOP,PF,7.0,7.0,216.0,0.51,4.0,1.0,0.52,0.41,0.06,0.01,0.0,0.51,0.596,0.415,0.5,0.0,,0.49,,0.08,8.0,,,0.0,0.0
251.0,Tony Bradley,28.0,IND,C,16.0,3.0,212.0,0.576,4.4,0.983,0.508,0.39,0.034,0.051,0.017,0.586,0.633,0.478,0.5,1.0,0.0,0.706,,0.068,4.0,1.0,0.0,0.0,0.0
252.0,Jordan Poole,26.0,NOP,PG,7.0,4.0,212.0,0.354,18.0,0.404,0.212,0.111,0.061,0.02,0.596,0.375,0.429,0.364,0.333,0.0,0.339,0.4,0.55,0.0,0.0,0.085,0.6,0.0,0.0
253.0,Brice Sensabaugh,22.0,UTA,SF,14.0,0.0,208.0,0.432,21.1,0.284,0.032,0.095,0.126,0.032,0.716,0.667,1.0,0.667,0.583,0.667,0.338,0.778,0.957,0.0,0.0,0.221,0.533,0.0,0.0
254.0,Justin Edwards,22.0,PHI,SF,13.0,3.0,208.0,0.42,20.1,0.319,0.058,0.145,0.087,0.029,0.681,0.545,1.0,0.4,0.333,1.0,0.362,0.667,0.941,0.029,2.0,0.255,0.417,0.0,0.0
255.0,Jordan Walsh,21.0,BOS,PF,12.0,4.0,208.0,0.5,11.4,0.604,0.417,0.188,0.0,0.0,0.396,0.552,0.65,0.333,,,0.421,0.625,1.0,0.208,6.0,0.316,0.333,0.0,0.0
256.0,Yves Missi,21.0,NOP,C,11.0,5.0,203.0,0.578,3.1,1.0,0.667,0.244,0.089,0.0,0.0,0.578,0.633,0.545,0.25,,,0.692,,0.244,7.0,,,0.0,0.0
257.0,Kawhi Leonard,34.0,LAC,SF,6.0,6.0,201.0,0.505,15.5,0.667,0.076,0.219,0.267,0.105,0.333,0.557,0.75,0.609,0.536,0.364,0.4,0.308,0.643,0.019,2.0,0.143,0.4,0.0,0.0
258.0,Larry Nance Jr.,33.0,CLE,PF,13.0,1.0,200.0,0.351,13.2,0.526,0.368,0.123,0.035,0.0,0.474,0.433,0.571,0.0,0.5,,0.259,0.769,1.0,0.175,9.0,0.481,0.385,0.0,0.0
259.0,Jaxson Hayes,25.0,LAL,C,12.0,1.0,200.0,0.711,2.9,0.974,0.711,0.263,0.0,0.0,0.026,0.703,0.815,0.4,,,1.0,0.808,1.0,0.579,18.0,0.0,,0.0,0.0
260.0,Tyus Jones,29.0,ORL,PG,16.0,1.0,198.0,0.308,16.9,0.462,0.128,0.231,0.051,0.051,0.538,0.444,0.4,0.333,1.0,0.5,0.19,0.5,1.0,0.0,0.0,0.286,0.167,0.0,0.0
261.0,Caris LeVert,31.0,DET,SG,10.0,0.0,198.0,0.507,15.3,0.565,0.188,0.203,0.13,0.043,0.435,0.59,0.846,0.643,0.222,0.333,0.4,0.565,0.5,0.058,4.0,0.1,0.333,0.0,0.0
262.0,Tobias Harris,33.0,DET,PF,6.0,6.0,193.0,0.394,13.4,0.606,0.169,0.338,0.085,0.014,0.394,0.465,0.5,0.5,0.167,1.0,0.286,0.45,1.0,0.056,3.0,0.429,0.25,0.0,0.0
263.0,Jabari Walker,23.0,PHI,PF,15.0,5.0,192.0,0.435,9.4,0.696,0.457,0.196,0.022,0.022,0.304,0.531,0.571,0.444,0.0,1.0,0.214,0.235,1.0,0.022,1.0,0.286,0.0,0.0,0.0
264.0,Walter Clayton,22.0,UTA,PG,12.0,0.0,190.0,0.411,17.7,0.464,0.054,0.286,0.071,0.054,0.536,0.5,0.667,0.563,0.25,0.333,0.333,0.231,0.8,0.018,1.0,0.033,0.0,0.0,0.0
265.0,Jonas Valančiūnas,33.0,DEN,C,15.0,0.0,187.0,0.558,8.4,0.919,0.267,0.395,0.209,0.047,0.081,0.582,0.696,0.559,0.611,0.0,0.286,0.522,1.0,0.058,4.0,0.0,,0.0,0.0
266.0,Luke Kornet,30.0,SAS,C,8.0,3.0,186.0,0.75,1.5,1.0,0.889,0.111,0.0,0.0,0.0,0.75,0.781,0.5,,,,0.778,,0.361,12.0,,,0.0,0.0
267.0,Jalen Wilson,25.0,BRK,PF,12.0,0.0,185.0,0.375,19.2,0.304,0.125,0.143,0.018,0.018,0.696,0.294,0.286,0.25,1.0,0.0,0.41,0.6,1.0,0.0,0.0,0.333,0.308,0.0,0.0
268.0,Gary Payton II,33.0,GSW,SG,17.0,0.0,184.0,0.458,11.2,0.625,0.417,0.188,0.021,0.0,0.375,0.6,0.7,0.444,0.0,,0.222,0.833,1.0,0.042,2.0,0.278,0.4,0.0,0.0
269.0,Bilal Coulibaly,21.0,WAS,SG,7.0,7.0,178.0,0.393,13.5,0.554,0.304,0.196,0.036,0.018,0.446,0.484,0.824,0.091,0.0,0.0,0.28,0.267,1.0,0.232,11.0,0.32,0.375,0.0,0.0
270.0,Adem Bona,22.0,PHI,C,12.0,3.0,177.0,0.45,2.9,0.95,0.7,0.25,0.0,0.0,0.05,0.474,0.571,0.2,,,0.0,0.333,,0.35,6.0,1.0,0.0,0.0,0.0
271.0,John Konchar,29.0,MEM,SG,14.0,0.0,172.0,0.481,17.0,0.37,0.259,0.074,0.0,0.037,0.63,0.7,0.857,0.5,,0.0,0.353,0.714,1.0,0.0,0.0,0.471,0.375,0.0,0.0
272.0,Drake Powell,20.0,BRK,SG,9.0,0.0,170.0,0.512,14.0,0.651,0.209,0.186,0.186,0.07,0.349,0.571,0.778,0.625,0.25,0.667,0.4,0.313,0.833,0.047,2.0,0.133,0.0,0.0,0.0
273.0,Taurean Prince,31.0,MIL,SF,8.0,0.0,169.0,0.447,19.8,0.263,0.105,0.105,0.0,0.053,0.737,0.5,0.75,0.25,,0.5,0.429,0.8,1.0,0.026,1.0,0.464,0.385,0.0,0.0
274.0,Bennedict Mathurin,23.0,IND,SF,5.0,5.0,169.0,0.507,15.0,0.587,0.213,0.24,0.04,0.093,0.413,0.591,0.75,0.389,1.0,0.571,0.387,0.538,0.583,0.027,1.0,0.065,0.0,0.0,0.0
275.0,Precious Achiuwa,26.0,SAC,C,9.0,6.0,168.0,0.522,8.5,0.761,0.391,0.326,0.043,0.0,0.239,0.657,0.722,0.6,0.5,,0.091,0.565,1.0,0.087,2.0,0.545,0.0,0.0,0.0
276.0,Isaiah Collier,21.0,UTA,PG,7.0,1.0,165.0,0.59,8.6,0.846,0.231,0.462,0.154,0.0,0.154,0.606,0.889,0.611,0.167,,0.5,0.4,1.0,0.0,0.0,0.167,0.0,0.0,0.0
277.0,Nick Richards,28.0,PHO,C,16.0,1.0,163.0,0.543,5.5,1.0,0.37,0.435,0.152,0.043,0.0,0.543,0.706,0.45,0.429,0.5,,0.72,,0.217,10.0,,,0.0,0.0
278.0,Paul Reed,26.0,DET,C,13.0,2.0,163.0,0.696,7.2,0.857,0.393,0.375,0.054,0.036,0.143,0.729,0.818,0.667,0.667,0.5,0.5,0.8,0.75,0.179,9.0,0.125,0.0,0.0,0.0
279.0,RayJ Dennis,24.0,IND,PG,12.0,0.0,162.0,0.314,17.6,0.471,0.114,0.2,0.129,0.029,0.529,0.303,0.375,0.286,0.333,0.0,0.324,0.6,0.75,0.0,0.0,0.162,0.0,0.0,0.0
280.0,Sidy Cissoko,21.0,POR,SF,11.0,2.0,162.0,0.436,14.3,0.513,0.231,0.231,0.051,0.0,0.487,0.55,0.778,0.444,0.0,,0.316,0.636,1.0,0.077,2.0,0.368,0.429,0.0,0.0
281.0,Jaden Hardy,23.0,DAL,SG,14.0,0.0,161.0,0.414,18.4,0.371,0.086,0.157,0.1,0.029,0.629,0.385,0.333,0.455,0.429,0.0,0.432,0.6,0.789,0.0,0.0,0.25,0.364,0.0,0.0
282.0,Ja'Kobe Walter,21.0,TOR,SG,13.0,0.0,160.0,0.395,20.4,0.289,0.079,0.132,0.079,0.0,0.711,0.455,0.333,0.8,0.0,,0.37,1.0,1.0,0.026,1.0,0.148,0.75,0.0,0.0
283.0,Taylor Hendricks,22.0,UTA,PF,10.0,3.0,156.0,0.349,12.9,0.558,0.279,0.233,0.047,0.0,0.442,0.458,0.5,0.3,1.0,,0.211,0.818,1.0,0.116,5.0,0.474,0.444,0.0,0.0
284.0,Rob Dillingham,21.0,MIN,PG,14.0,0.0,154.0,0.386,12.1,0.771,0.243,0.271,0.114,0.143,0.229,0.426,0.647,0.263,0.75,0.1,0.25,0.348,0.75,0.029,2.0,0.188,0.333,0.0,0.0
285.0,Tyrese Proctor,21.0,CLE,PG,14.0,0.0,154.0,0.328,19.3,0.359,0.109,0.141,0.078,0.031,0.641,0.391,0.571,0.111,0.6,0.5,0.293,0.222,0.833,0.016,1.0,0.122,0.4,0.0,0.0
286.0,Jeremy Sochan,22.0,SAS,PF,9.0,0.0,154.0,0.535,12.0,0.581,0.395,0.163,0.023,0.0,0.419,0.64,0.706,0.571,0.0,,0.389,0.813,1.0,0.233,7.0,0.5,0.556,0.0,0.0
287.0,Walker Kessler,24.0,UTA,C,5.0,5.0,154.0,0.703,7.5,0.784,0.459,0.324,0.0,0.0,0.216,0.69,0.647,0.75,,,0.75,0.6,1.0,0.27,9.0,0.25,1.0,0.0,0.0
288.0,Jonathan Isaac,28.0,ORL,PF,15.0,0.0,149.0,0.429,14.5,0.429,0.371,0.029,0.0,0.029,0.571,0.667,0.692,1.0,,0.0,0.25,0.4,1.0,0.286,8.0,0.8,0.25,0.0,0.0
289.0,Micah Peavy,24.0,NOP,SG,12.0,0.0,149.0,0.391,11.2,0.652,0.326,0.261,0.043,0.022,0.348,0.5,0.533,0.5,0.0,1.0,0.188,0.6,1.0,0.109,4.0,0.5,0.25,0.0,0.0
290.0,Anthony Davis,32.0,DAL,PF,5.0,5.0,149.0,0.52,9.9,0.853,0.333,0.24,0.133,0.147,0.147,0.563,0.76,0.5,0.5,0.273,0.273,0.472,0.667,0.133,9.0,0.182,0.0,0.0,0.0
291.0,Dominick Barlow,22.0,PHI,PF,6.0,4.0,147.0,0.536,9.6,0.679,0.429,0.214,0.036,0.0,0.321,0.632,0.75,0.5,0.0,,0.333,0.667,1.0,0.143,3.0,0.667,0.333,0.0,0.0
292.0,Moussa Cisse,23.0,DAL,C,13.0,1.0,143.0,0.667,1.4,1.0,0.867,0.133,0.0,0.0,0.0,0.667,0.692,0.5,,,,0.75,,0.467,13.0,,,0.0,0.0
293.0,Hugo González,19.0,BOS,SF,12.0,1.0,142.0,0.438,12.1,0.688,0.281,0.281,0.031,0.094,0.313,0.409,0.667,0.222,0.0,0.333,0.5,0.333,1.0,0.063,1.0,0.4,0.75,0.0,0.0
294.0,Ochai Agbaji,25.0,TOR,SG,10.0,1.0,141.0,0.357,12.3,0.536,0.464,0.071,0.0,0.0,0.464,0.6,0.692,0.0,,,0.077,0.889,1.0,0.143,3.0,0.462,0.0,0.0,0.0
295.0,Joel Embiid,31.0,PHI,C,6.0,6.0,140.0,0.46,14.4,0.678,0.23,0.149,0.161,0.138,0.322,0.525,0.65,0.615,0.286,0.5,0.321,0.548,0.889,0.023,0.0,0.0,,0.0,0.0
296.0,Dylan Harper,19.0,SAS,SG,6.0,0.0,140.0,0.5,8.6,0.781,0.5,0.188,0.063,0.031,0.219,0.54,0.625,0.417,0.25,0.5,0.357,0.222,1.0,0.016,1.0,0.214,0.667,0.0,0.0
297.0,Ousmane Dieng,22.0,OKC,C,13.0,0.0,139.0,0.342,16.0,0.526,0.132,0.211,0.105,0.079,0.474,0.45,0.6,0.25,0.5,0.667,0.222,0.556,0.5,0.026,1.0,0.222,0.0,0.0,0.0
298.0,Trae Young,27.0,ATL,PG,5.0,5.0,139.0,0.371,14.6,0.629,0.186,0.243,0.143,0.057,0.371,0.477,0.538,0.471,0.5,0.25,0.192,0.238,0.4,0.0,0.0,0.192,0.4,0.0,0.0
299.0,Caleb Martin,30.0,DAL,SF,14.0,0.0,138.0,0.318,12.6,0.682,0.318,0.182,0.0,0.182,0.318,0.4,0.714,0.0,,0.25,0.143,0.833,1.0,0.182,2.0,0.714,0.2,0.0,0.0
300.0,Cody Williams,21.0,UTA,SG,10.0,0.0,138.0,0.324,14.8,0.5,0.118,0.353,0.0,0.029,0.5,0.529,1.0,0.417,,0.0,0.118,0.889,1.0,0.059,1.0,0.706,0.083,0.0,0.0
301.0,Karlo Matković,24.0,NOP,PF,12.0,0.0,137.0,0.703,7.7,0.757,0.568,0.189,0.0,0.0,0.243,0.786,0.905,0.429,,,0.444,0.727,1.0,0.486,17.0,0.222,0.5,0.0,0.0
302.0,Chris Paul,40.0,LAC,PG,10.0,0.0,137.0,0.273,21.6,0.333,0.0,0.091,0.182,0.061,0.667,0.273,,0.333,0.333,0.0,0.273,0.333,0.5,0.0,0.0,0.091,0.5,0.0,0.0
303.0,Mitchell Robinson,27.0,NYK,C,8.0,8.0,137.0,0.609,0.4,1.0,1.0,0.0,0.0,0.0,0.0,0.609,0.609,,,,,0.357,,0.435,9.0,,,0.0,0.0
304.0,Guerschon Yabusele,30.0,NYK,C,13.0,0.0,133.0,0.316,18.9,0.289,0.211,0.026,0.026,0.026,0.711,0.455,0.5,0.0,0.0,1.0,0.259,0.8,0.857,0.026,1.0,0.37,0.2,0.0,0.0
305.0,Caleb Love,24.0,POR,SG,8.0,0.0,133.0,0.338,18.4,0.38,0.141,0.197,0.028,0.014,0.62,0.444,0.6,0.357,0.0,1.0,0.273,0.333,0.917,0.014,0.0,0.114,0.2,0.0,0.0
306.0,Pat Spencer,29.0,GSW,PG,10.0,0.0,132.0,0.358,13.8,0.679,0.094,0.321,0.245,0.019,0.321,0.361,0.8,0.235,0.385,0.0,0.353,0.154,0.667,0.019,1.0,0.176,0.0,0.0,0.0
307.0,Amir Coffey,28.0,MIL,SG,13.0,0.0,128.0,0.421,14.2,0.579,0.211,0.211,0.105,0.053,0.421,0.545,1.0,0.25,0.5,0.0,0.25,0.333,1.0,0.053,1.0,0.875,0.143,0.0,0.0
308.0,Trayce Jackson-Davis,25.0,GSW,C,11.0,1.0,128.0,0.563,2.5,1.0,0.625,0.375,0.0,0.0,0.0,0.563,0.65,0.417,,,,0.722,,0.375,10.0,,,0.0,0.0
309.0,Chaz Lanier,24.0,DET,SG,11.0,0.0,128.0,0.35,24.5,0.1,0.0,0.0,0.05,0.05,0.9,0.5,,,1.0,0.0,0.333,0.0,0.917,0.0,0.0,0.194,0.143,0.0,0.0
310.0,Robert Williams,28.0,POR,C,10.0,0.0,128.0,0.647,4.8,0.882,0.706,0.147,0.029,0.0,0.118,0.7,0.792,0.4,0.0,,0.25,0.619,1.0,0.618,17.0,0.75,0.0,0.0,0.0
311.0,Clint Capela,31.0,HOU,C,13.0,0.0,126.0,0.6,2.2,1.0,0.733,0.267,0.0,0.0,0.0,0.6,0.727,0.25,,,,0.611,,0.4,10.0,,,0.0,0.0
312.0,Kevin Love,37.0,UTA,PF,9.0,0.0,126.0,0.394,22.9,0.152,0.03,0.091,0.0,0.03,0.848,0.6,1.0,0.333,,1.0,0.357,0.667,1.0,0.0,0.0,0.143,0.5,0.0,0.0
313.0,Kobe Sanders,23.0,LAC,SG,7.0,2.0,126.0,0.381,19.2,0.405,0.071,0.119,0.071,0.143,0.595,0.412,1.0,0.2,0.0,0.5,0.36,0.429,1.0,0.0,0.0,0.44,0.455,0.0,0.0
314.0,Baylor Scheierman,25.0,BOS,SG,12.0,0.0,124.0,0.591,20.3,0.182,0.136,0.045,0.0,0.0,0.818,0.75,0.667,1.0,,,0.556,0.333,1.0,0.0,0.0,0.389,0.857,0.0,0.0
315.0,Bradley Beal,32.0,LAC,SG,6.0,6.0,121.0,0.375,16.1,0.604,0.125,0.146,0.208,0.125,0.396,0.379,0.5,0.571,0.2,0.333,0.368,0.727,1.0,0.0,0.0,0.211,0.25,0.0,0.0
316.0,Justin Champagnie,24.0,WAS,SF,13.0,3.0,119.0,0.355,11.8,0.613,0.355,0.226,0.032,0.0,0.387,0.474,0.545,0.429,0.0,,0.167,0.333,1.0,0.065,1.0,0.333,0.0,0.0,0.0
317.0,Bones Hyland,25.0,MIN,PG,13.0,0.0,118.0,0.488,16.6,0.39,0.317,0.049,0.024,0.0,0.61,0.75,0.769,0.5,1.0,,0.32,0.333,0.5,0.0,0.0,0.16,0.25,0.0,0.0
318.0,Cam Christie,20.0,LAC,SG,10.0,0.0,116.0,0.417,15.3,0.5,0.167,0.278,0.056,0.0,0.5,0.389,0.833,0.2,0.0,,0.444,0.571,1.0,0.028,1.0,0.278,0.6,0.0,0.0
319.0,Dereck Lively II,21.0,DAL,C,7.0,4.0,115.0,0.611,2.0,1.0,0.778,0.222,0.0,0.0,0.0,0.611,0.643,0.5,,,,0.727,,0.444,8.0,,,0.0,0.0
320.0,Terrence Shannon Jr.,25.0,MIN,SG,7.0,0.0,115.0,0.321,12.7,0.607,0.321,0.214,0.071,0.0,0.393,0.294,0.444,0.167,0.0,,0.364,0.2,0.25,0.036,1.0,0.455,0.2,0.0,0.0
321.0,Dwight Powell,34.0,DAL,C,12.0,0.0,114.0,0.5,2.6,1.0,0.667,0.333,0.0,0.0,0.0,0.5,0.5,0.5,,,,0.833,,0.25,1.0,,,0.0,0.0
322.0,Maxime Raynaud,22.0,SAC,C,8.0,0.0,113.0,0.5,7.9,0.889,0.306,0.5,0.056,0.028,0.111,0.531,0.727,0.5,0.0,0.0,0.25,0.706,1.0,0.028,1.0,0.25,1.0,0.0,0.0
323.0,Liam McNeeley,20.0,CHO,SF,9.0,0.0,112.0,0.31,18.1,0.379,0.103,0.241,0.034,0.0,0.621,0.273,0.667,0.143,0.0,,0.333,1.0,1.0,0.0,0.0,0.333,0.333,0.0,0.0
324.0,Pat Connaughton,33.0,CHO,SG,11.0,0.0,111.0,0.514,17.6,0.371,0.143,0.2,0.029,0.0,0.629,0.692,0.4,1.0,0.0,,0.409,0.667,1.0,0.029,1.0,0.409,0.556,0.0,0.0
325.0,Bronny James,21.0,LAL,SG,10.0,1.0,111.0,0.296,15.9,0.593,0.111,0.185,0.222,0.074,0.407,0.313,0.667,0.0,0.5,0.0,0.273,0.8,1.0,0.037,1.0,0.364,0.0,0.0,0.0
326.0,Spencer Jones,24.0,DEN,SF,11.0,0.0,110.0,0.6,15.3,0.4,0.4,0.0,0.0,0.0,0.6,0.75,0.75,,,,0.5,0.667,1.0,0.1,1.0,0.5,0.333,0.0,0.0
327.0,Julian Phillips,22.0,CHI,SF,14.0,0.0,108.0,0.333,14.8,0.433,0.3,0.133,0.0,0.0,0.567,0.462,0.556,0.25,,,0.235,0.833,1.0,0.2,4.0,0.824,0.214,0.0,0.0
328.0,Isaiah Livers,27.0,PHO,PF,10.0,0.0,107.0,0.421,22.6,0.105,0.105,0.0,0.0,0.0,0.895,1.0,1.0,,,,0.353,0.5,1.0,0.105,2.0,0.412,0.286,0.0,0.0
329.0,Nae'Qwan Tomlin,25.0,CLE,PF,8.0,1.0,107.0,0.463,9.8,0.659,0.537,0.098,0.024,0.0,0.341,0.704,0.773,0.5,0.0,,0.0,0.579,,0.195,6.0,0.5,0.0,0.0,0.0
330.0,Brooks Barnhizer,23.0,OKC,SG,14.0,0.0,104.0,0.5,4.4,0.929,0.5,0.429,0.0,0.0,0.071,0.538,0.571,0.5,,,0.0,0.429,,0.143,1.0,1.0,0.0,0.0,0.0
331.0,Kevon Looney,29.0,NOP,C,8.0,6.0,104.0,0.333,10.5,0.75,0.375,0.167,0.125,0.083,0.25,0.389,0.556,0.5,0.0,0.0,0.167,0.429,1.0,0.0,0.0,0.167,0.0,0.0,0.0
332.0,Branden Carlson,26.0,OKC,C,12.0,0.0,101.0,0.459,13.5,0.541,0.351,0.162,0.0,0.027,0.459,0.65,0.692,0.667,,0.0,0.235,0.846,1.0,0.27,9.0,0.118,0.0,0.0,0.0
333.0,Quenton Jackson,27.0,IND,PG,5.0,3.0,101.0,0.541,12.2,0.676,0.351,0.189,0.081,0.054,0.324,0.56,0.769,0.429,0.333,0.0,0.5,0.357,1.0,0.054,2.0,0.083,0.0,0.0,0.0
334.0,Darius Garland,26.0,CLE,PG,4.0,4.0,100.0,0.354,17.5,0.521,0.083,0.229,0.146,0.063,0.479,0.28,0.75,0.182,0.143,0.333,0.435,0.429,0.6,0.0,0.0,0.174,0.25,0.0,0.0
335.0,Jett Howard,22.0,ORL,SF,11.0,0.0,99.0,0.406,20.6,0.25,0.094,0.125,0.0,0.031,0.75,0.375,0.667,0.0,,1.0,0.417,0.667,1.0,0.0,0.0,0.167,0.5,0.0,0.0
336.0,Javon Small,23.0,MEM,PG,8.0,0.0,99.0,0.357,19.5,0.321,0.071,0.179,0.071,0.0,0.679,0.444,1.0,0.2,0.5,,0.316,0.75,0.667,0.0,0.0,0.0,,0.0,0.0
337.0,Blake Wesley,22.0,POR,SG,6.0,0.0,98.0,0.412,12.6,0.706,0.353,0.088,0.147,0.118,0.294,0.5,0.667,0.667,0.2,0.25,0.2,0.167,1.0,0.0,0.0,0.1,0.0,0.0,0.0
338.0,Nigel Hayes-Davis,31.0,PHO,SF,12.0,0.0,97.0,0.375,15.1,0.625,0.083,0.25,0.292,0.0,0.375,0.533,0.5,0.667,0.429,,0.111,0.375,1.0,0.0,0.0,0.111,0.0,0.0,0.0
339.0,Ben Saraf,19.0,BRK,SG,7.0,5.0,97.0,0.259,14.0,0.519,0.296,0.148,0.074,0.0,0.481,0.286,0.25,0.25,0.5,,0.231,0.0,1.0,0.074,1.0,0.308,0.0,0.0,0.0
340.0,Tristan Vukcevic,22.0,WAS,C,12.0,1.0,96.0,0.389,15.9,0.556,0.139,0.139,0.25,0.028,0.444,0.5,0.4,0.6,0.556,0.0,0.25,0.9,1.0,0.056,1.0,0.063,0.0,0.0,0.0
341.0,Gui Santos,23.0,GSW,PF,13.0,1.0,95.0,0.357,20.7,0.214,0.143,0.071,0.0,0.0,0.786,0.667,0.5,1.0,,,0.273,1.0,1.0,0.0,0.0,0.182,0.5,0.0,0.0
