Rk,Player,Age,Team,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
467.0,Killian Hayes,23.0,BRK,PG,6.0,5.0,162.0,0.419,0.455,0.381,0.512,0.833,0.559,0.279,0.488,90.0,83.0,106.0,94.0,107.0,97.0,115.0,116.0,-2.7,-1.6
468.0,MarJon Beauchamp,24.0,3TM,SF,35.0,0.0,156.0,0.415,0.472,0.345,0.492,0.75,0.535,0.308,0.446,89.0,87.0,96.0,91.0,96.0,93.0,127.0,106.0,-6.5,-6.0
468.0,MarJon Beauchamp,24.0,MIL,SF,26.0,0.0,122.0,0.383,0.423,0.333,0.457,0.75,0.497,0.255,0.447,82.0,78.0,93.0,84.0,96.0,86.0,105.0,106.0,-8.0,-8.2
468.0,MarJon Beauchamp,24.0,LAC,SF,3.0,0.0,17.0,0.571,0.5,0.667,0.714,0.5,0.685,0.571,0.429,122.0,92.0,185.0,132.0,64.0,119.0,235.0,102.0,2.4,1.9
468.0,MarJon Beauchamp,24.0,NYK,SF,6.0,0.0,17.0,0.455,0.667,0.2,0.5,1.0,0.588,0.364,0.455,97.0,122.0,56.0,92.0,128.0,102.0,150.0,108.0,-0.9,0.3
469.0,Lamar Stevens,27.0,MEM,PF,17.0,1.0,155.0,0.46,0.583,0.296,0.524,0.727,0.545,0.175,0.429,99.0,107.0,82.0,96.0,93.0,95.0,72.0,102.0,-2.4,-4.2
470.0,Tyson Etienne,25.0,BRK,PG,7.0,0.0,151.0,0.327,0.5,0.295,0.452,0.8,0.488,0.192,0.846,70.0,92.0,82.0,83.0,103.0,85.0,79.0,201.0,-9.5,-10.0
471.0,Josh Richardson,31.0,MIA,SG,8.0,0.0,150.0,0.289,0.313,0.273,0.368,1.0,0.402,0.105,0.579,62.0,57.0,76.0,68.0,128.0,70.0,43.0,137.0,-13.3,-13.8
472.0,Jeenathan Williams,25.0,HOU,SG,20.0,0.0,147.0,0.435,0.583,0.231,0.484,0.625,0.496,0.129,0.419,93.0,107.0,64.0,89.0,80.0,86.0,53.0,100.0,-7.3,-10.5
473.0,Bruno Fernando,26.0,TOR,C,17.0,2.0,147.0,0.531,0.531,,0.531,0.75,0.552,0.163,0.0,114.0,97.0,,98.0,96.0,96.0,67.0,0.0,-1.2,-2.5
474.0,Damion Lee,32.0,PHO,SG,25.0,0.0,144.0,0.365,0.486,0.243,0.426,0.952,0.499,0.284,0.5,78.0,89.0,68.0,78.0,122.0,87.0,117.0,119.0,-17.4,-12.9
475.0,Oshae Brissett,26.0,PHI,SF,6.0,2.0,142.0,0.487,0.619,0.333,0.564,0.571,0.576,0.359,0.462,104.0,114.0,93.0,104.0,73.0,100.0,148.0,110.0,1.6,0.0
476.0,Elijah Harkless,24.0,UTA,SG,10.0,0.0,138.0,0.314,0.4,0.28,0.414,0.5,0.425,0.171,0.714,67.0,73.0,78.0,76.0,64.0,74.0,71.0,170.0,-9.0,-11.4
477.0,Pete Nance,24.0,2TM,C,13.0,1.0,138.0,0.438,0.625,0.375,0.578,0.5,0.578,0.063,0.75,94.0,115.0,104.0,106.0,64.0,100.0,26.0,178.0,2.2,0.1
477.0,Pete Nance,24.0,PHI,C,7.0,0.0,68.0,0.333,0.333,0.333,0.467,0.5,0.472,0.133,0.8,71.0,61.0,93.0,86.0,64.0,82.0,55.0,190.0,-2.3,-3.3
477.0,Pete Nance,24.0,MIL,PF,6.0,1.0,70.0,0.529,0.8,0.417,0.676,,0.676,0.0,0.706,113.0,147.0,116.0,125.0,,117.0,0.0,168.0,4.5,3.4
478.0,Vlatko Čančar,27.0,DEN,PF,13.0,0.0,136.0,0.385,0.545,0.267,0.462,,0.462,0.0,0.577,82.0,100.0,74.0,85.0,,80.0,0.0,137.0,-4.2,-6.0
479.0,Kylor Kelley,27.0,2TM,C,11.0,2.0,126.0,0.636,0.636,,0.636,0.6,0.644,0.455,0.0,136.0,117.0,,117.0,77.0,112.0,187.0,0.0,4.1,3.6
479.0,Kylor Kelley,27.0,DAL,C,8.0,1.0,67.0,0.769,0.769,,0.769,0.667,0.767,0.462,0.0,165.0,141.0,,142.0,85.0,133.0,190.0,0.0,5.9,6.0
479.0,Kylor Kelley,27.0,NOP,C,3.0,1.0,59.0,0.444,0.444,,0.444,0.5,0.465,0.444,0.0,95.0,82.0,,82.0,64.0,81.0,183.0,0.0,-1.8,-2.4
480.0,Alex Ducas,24.0,OKC,SG,21.0,0.0,125.0,0.4,0.222,0.476,0.567,1.0,0.583,0.067,0.7,86.0,41.0,132.0,104.0,128.0,101.0,27.0,166.0,1.4,0.4
481.0,Spencer Jones,23.0,DEN,SF,20.0,0.0,125.0,0.324,0.588,0.059,0.338,1.0,0.368,0.088,0.5,69.0,108.0,16.0,62.0,128.0,64.0,36.0,119.0,-13.9,-14.7
482.0,Kobe Bufkin,21.0,ATL,SG,10.0,0.0,124.0,0.383,0.5,0.211,0.426,0.722,0.483,0.383,0.404,82.0,92.0,58.0,78.0,93.0,84.0,158.0,96.0,-11.0,-10.3
483.0,Tyler Smith,20.0,MIL,PF,23.0,0.0,122.0,0.48,0.55,0.433,0.61,0.75,0.626,0.16,0.6,103.0,101.0,120.0,112.0,96.0,109.0,66.0,142.0,6.7,5.3
484.0,De'Anthony Melton,26.0,GSW,SG,6.0,2.0,121.0,0.407,0.474,0.371,0.528,0.625,0.539,0.148,0.648,87.0,87.0,103.0,97.0,80.0,94.0,61.0,154.0,-1.7,-4.3
485.0,Moses Brown,25.0,2TM,C,13.0,2.0,119.0,0.694,0.694,,0.694,0.727,0.706,0.224,0.0,149.0,127.0,,128.0,93.0,122.0,92.0,0.0,14.8,13.9
485.0,Moses Brown,25.0,IND,C,9.0,0.0,46.0,0.65,0.65,,0.65,0.6,0.653,0.25,0.0,139.0,119.0,,120.0,77.0,113.0,103.0,0.0,4.3,3.4
485.0,Moses Brown,25.0,DAL,C,4.0,2.0,73.0,0.724,0.724,,0.724,0.833,0.743,0.207,0.0,155.0,133.0,,133.0,107.0,129.0,85.0,0.0,10.5,10.5
486.0,TyTy Washington Jr.,23.0,PHO,PG,16.0,0.0,118.0,0.311,0.417,0.19,0.356,0.5,0.367,0.133,0.467,67.0,76.0,53.0,65.0,64.0,64.0,55.0,111.0,-16.9,-19.9
487.0,Trey Alexander,21.0,DEN,SG,24.0,0.0,117.0,0.317,0.417,0.176,0.354,0.75,0.374,0.098,0.415,68.0,76.0,49.0,65.0,96.0,65.0,40.0,98.0,-15.5,-17.3
488.0,Joe Ingles,37.0,MIN,SF,19.0,1.0,114.0,0.261,0.375,0.2,0.326,,0.326,0.0,0.652,56.0,69.0,56.0,60.0,,57.0,0.0,155.0,-10.0,-11.5
489.0,Sidy Cissoko,20.0,2TM,SF,22.0,0.0,114.0,0.433,0.588,0.231,0.483,0.333,0.471,0.3,0.433,93.0,108.0,64.0,89.0,43.0,82.0,124.0,103.0,-3.6,-7.1
489.0,Sidy Cissoko,20.0,SAS,SF,17.0,0.0,54.0,0.5,0.545,0.429,0.583,0.167,0.533,0.333,0.389,107.0,100.0,119.0,107.0,21.0,92.0,137.0,92.0,1.4,-1.8
489.0,Sidy Cissoko,20.0,POR,SF,5.0,0.0,60.0,0.333,0.667,0.0,0.333,0.667,0.375,0.25,0.5,71.0,122.0,0.0,61.0,85.0,65.0,103.0,119.0,-5.0,-5.3
490.0,Tony Bradley,27.0,IND,C,14.0,0.0,113.0,0.644,0.667,0.333,0.656,0.333,0.64,0.133,0.067,138.0,122.0,93.0,121.0,43.0,111.0,55.0,16.0,10.1,6.1
491.0,Jaylen Sims,26.0,CHO,SG,6.0,0.0,112.0,0.429,0.462,0.4,0.536,0.8,0.607,0.536,0.536,92.0,85.0,111.0,99.0,103.0,105.0,221.0,127.0,-0.4,2.1
492.0,Pacome Dadiet,19.0,NYK,SG,18.0,0.0,111.0,0.323,0.333,0.316,0.419,0.667,0.446,0.194,0.613,69.0,61.0,88.0,77.0,85.0,77.0,80.0,146.0,-7.7,-8.8
493.0,Patrick Baldwin Jr.,22.0,2TM,SF,24.0,0.0,107.0,0.543,0.5,0.565,0.729,0.5,0.721,0.114,0.657,116.0,92.0,157.0,134.0,64.0,125.0,47.0,156.0,13.0,10.6
493.0,Patrick Baldwin Jr.,22.0,WAS,SF,22.0,0.0,101.0,0.515,0.5,0.524,0.682,0.5,0.676,0.121,0.636,110.0,92.0,145.0,126.0,64.0,117.0,50.0,151.0,9.2,6.9
493.0,Patrick Baldwin Jr.,22.0,LAC,SF,2.0,0.0,6.0,1.0,,1.0,1.5,,1.5,0.0,1.0,214.0,,278.0,276.0,,260.0,0.0,237.0,3.8,3.7
494.0,Chris Livingston,21.0,MIL,SF,21.0,1.0,106.0,0.333,0.474,0.0,0.333,0.75,0.441,0.593,0.296,71.0,87.0,0.0,61.0,96.0,76.0,244.0,70.0,-11.3,-9.2
495.0,Jae Crowder,34.0,SAC,PF,9.0,2.0,103.0,0.318,0.429,0.267,0.409,0.833,0.467,0.273,0.682,68.0,79.0,74.0,75.0,107.0,81.0,112.0,162.0,-5.9,-5.4
496.0,Justin Minaya,25.0,POR,SF,19.0,0.0,101.0,0.381,0.545,0.2,0.429,0.0,0.411,0.095,0.476,82.0,100.0,56.0,79.0,0.0,71.0,39.0,113.0,-4.8,-7.2
497.0,Keshad Johnson,23.0,MIA,SF,16.0,0.0,98.0,0.692,0.789,0.429,0.75,0.444,0.718,0.346,0.269,148.0,145.0,119.0,138.0,57.0,125.0,143.0,64.0,10.8,8.5
498.0,Yuki Kawamura,23.0,MEM,PG,22.0,0.0,93.0,0.367,0.571,0.304,0.483,0.778,0.53,0.3,0.767,78.0,105.0,84.0,89.0,100.0,92.0,124.0,182.0,-3.6,-3.1
499.0,JD Davison,22.0,BOS,PG,16.0,0.0,93.0,0.353,0.5,0.222,0.412,0.714,0.445,0.206,0.529,76.0,92.0,62.0,76.0,92.0,77.0,85.0,126.0,-8.9,-9.7
500.0,Luke Travers,23.0,CLE,SG,12.0,0.0,88.0,0.25,0.455,0.0,0.25,1.0,0.287,0.1,0.45,54.0,83.0,0.0,46.0,128.0,50.0,41.0,107.0,-11.7,-12.1
501.0,Stanley Umude,25.0,MIL,SG,22.0,0.0,86.0,0.192,0.182,0.2,0.25,0.5,0.27,0.154,0.577,41.0,33.0,56.0,46.0,64.0,47.0,63.0,137.0,-15.2,-17.0
502.0,Kevin Knox,25.0,GSW,SF,14.0,0.0,84.0,0.5,0.667,0.267,0.556,0.75,0.582,0.222,0.417,107.0,122.0,74.0,102.0,96.0,101.0,92.0,99.0,0.9,0.5
503.0,Isaiah Jackson,23.0,IND,C,5.0,1.0,84.0,0.609,0.609,,0.609,0.5,0.6,0.609,0.0,130.0,112.0,,112.0,64.0,104.0,251.0,0.0,3.0,1.4
504.0,Marcus Garrett,26.0,CHO,SG,4.0,0.0,79.0,0.407,0.421,0.375,0.463,0.75,0.487,0.148,0.296,87.0,77.0,104.0,85.0,96.0,84.0,61.0,70.0,-4.3,-5.1
505.0,Jacob Toppin,24.0,2TM,SF,17.0,0.0,76.0,0.409,0.333,0.5,0.523,,0.523,0.0,0.455,88.0,61.0,139.0,96.0,,91.0,0.0,108.0,-0.9,-2.3
505.0,Jacob Toppin,24.0,NYK,SF,16.0,0.0,49.0,0.3,0.375,0.0,0.3,,0.3,0.0,0.2,64.0,69.0,0.0,55.0,,52.0,0.0,47.0,-4.9,-5.5
505.0,Jacob Toppin,24.0,ATL,SF,1.0,0.0,27.0,0.5,0.25,0.625,0.708,,0.708,0.0,0.667,107.0,46.0,174.0,130.0,,123.0,0.0,158.0,4.0,3.2
506.0,Emoni Bates,21.0,CLE,SF,10.0,0.0,75.0,0.342,0.25,0.367,0.487,,0.487,0.0,0.789,73.0,46.0,102.0,90.0,,84.0,0.0,187.0,-4.3,-6.8
507.0,Taylor Hendricks,21.0,UTA,PF,3.0,3.0,75.0,0.222,0.167,0.25,0.306,0.75,0.354,0.222,0.667,48.0,31.0,69.0,56.0,96.0,61.0,92.0,158.0,-8.6,-8.8
508.0,Chris Duarte,27.0,CHI,SG,17.0,0.0,74.0,0.462,0.545,0.4,0.577,0.75,0.61,0.308,0.577,99.0,100.0,111.0,106.0,96.0,106.0,127.0,137.0,1.8,2.0
509.0,Daeqwon Plowden,26.0,ATL,SG,6.0,0.0,72.0,0.64,0.875,0.529,0.82,1.0,0.831,0.08,0.68,137.0,161.0,147.0,151.0,128.0,144.0,33.0,161.0,13.8,13.2
510.0,RayJ Dennis,23.0,IND,PG,11.0,0.0,70.0,0.333,0.417,0.286,0.424,1.0,0.443,0.061,0.636,71.0,76.0,79.0,78.0,128.0,77.0,25.0,151.0,-7.8,-9.0
511.0,Josh Christopher,23.0,MIA,SG,14.0,0.0,69.0,0.355,0.45,0.182,0.387,0.667,0.416,0.194,0.355,76.0,83.0,50.0,71.0,85.0,72.0,80.0,84.0,-9.7,-10.8
512.0,Matt Ryan,27.0,NYK,SF,19.0,0.0,68.0,0.323,0.333,0.316,0.419,1.0,0.439,0.065,0.613,69.0,61.0,88.0,77.0,128.0,76.0,27.0,146.0,-7.7,-8.7
513.0,Armel Traoré,22.0,LAL,SF,9.0,0.0,67.0,0.316,0.5,0.0,0.316,0.286,0.317,0.368,0.368,68.0,92.0,0.0,58.0,37.0,55.0,152.0,87.0,-8.6,-11.4
514.0,PJ Hall,22.0,DEN,C,19.0,0.0,66.0,0.583,0.75,0.25,0.625,0.75,0.641,0.167,0.333,125.0,138.0,69.0,115.0,96.0,111.0,69.0,79.0,3.9,3.3
515.0,Nae'Qwan Tomlin,24.0,CLE,PF,5.0,1.0,63.0,0.406,0.5,0.2,0.438,0.727,0.489,0.344,0.313,87.0,92.0,56.0,81.0,93.0,85.0,142.0,74.0,-6.8,-6.5
516.0,Jamaree Bouyea,25.0,MIL,PG,5.0,1.0,62.0,0.5,0.714,0.2,0.542,0.667,0.581,0.5,0.417,107.0,131.0,56.0,100.0,85.0,101.0,206.0,99.0,0.0,0.1
517.0,Cam Christie,19.0,LAC,SG,13.0,0.0,59.0,0.292,0.455,0.154,0.333,0.5,0.349,0.167,0.542,62.0,83.0,43.0,61.0,64.0,61.0,69.0,129.0,-10.1,-11.7
518.0,P.J. Tucker,39.0,NYK,SF,3.0,1.0,58.0,0.429,0.0,0.5,0.643,,0.643,0.0,0.857,92.0,0.0,139.0,118.0,,112.0,0.0,204.0,1.4,0.9
519.0,Jazian Gortman,21.0,DAL,PG,16.0,0.0,57.0,0.391,0.417,0.364,0.478,0.5,0.485,0.174,0.478,84.0,76.0,101.0,88.0,64.0,84.0,72.0,114.0,-3.0,-4.5
520.0,Liam Robbins,25.0,MIL,C,13.0,0.0,57.0,0.25,0.333,0.0,0.25,0.5,0.363,1.25,0.25,54.0,61.0,0.0,46.0,64.0,63.0,515.0,59.0,-4.7,-5.3
521.0,E.J. Liddell,24.0,CHI,PF,12.0,0.0,53.0,0.533,1.0,0.3,0.633,1.0,0.661,0.133,0.667,114.0,183.0,83.0,117.0,128.0,115.0,55.0,158.0,2.7,2.7
522.0,Jackson Rowe,28.0,GSW,PF,6.0,0.0,52.0,0.471,0.714,0.3,0.559,0.5,0.56,0.353,0.588,101.0,131.0,83.0,103.0,64.0,97.0,145.0,140.0,0.5,-0.6
523.0,N'Faly Dante,23.0,HOU,C,4.0,0.0,51.0,0.769,0.769,,0.769,0.8,0.789,0.385,0.0,165.0,141.0,,142.0,103.0,137.0,158.0,0.0,5.9,6.5
524.0,Isaiah Crawford,23.0,SAC,SF,15.0,0.0,46.0,0.455,0.667,0.2,0.5,0.5,0.509,0.364,0.455,97.0,122.0,56.0,92.0,64.0,88.0,150.0,108.0,-0.9,-1.7
525.0,Mason Jones,26.0,SAC,SG,10.0,0.0,45.0,0.5,0.8,0.125,0.528,0.8,0.569,0.278,0.444,107.0,147.0,35.0,97.0,103.0,99.0,114.0,106.0,-0.6,-0.3
526.0,Phillip Wheeler,22.0,PHI,PF,5.0,0.0,44.0,0.143,0.273,0.0,0.143,1.0,0.183,0.095,0.476,31.0,50.0,0.0,26.0,128.0,32.0,39.0,113.0,-16.8,-17.2
527.0,Malachi Flynn,26.0,CHO,PG,4.0,0.0,44.0,0.385,0.444,0.25,0.423,0.833,0.512,0.462,0.308,82.0,82.0,69.0,78.0,107.0,89.0,190.0,73.0,-3.1,-2.0
528.0,Jack McVeigh,28.0,HOU,PF,9.0,0.0,43.0,0.294,0.25,0.308,0.412,,0.412,0.0,0.765,63.0,46.0,85.0,76.0,,71.0,0.0,182.0,-4.5,-5.6
529.0,Bobi Klintman,21.0,DET,SF,8.0,0.0,42.0,0.6,0.8,0.4,0.7,0.5,0.689,0.2,0.5,128.0,147.0,111.0,129.0,64.0,120.0,82.0,119.0,3.1,2.5
530.0,James Johnson,37.0,IND,PF,12.0,0.0,37.0,0.364,0.5,0.0,0.364,0.0,0.35,0.091,0.273,78.0,92.0,0.0,67.0,0.0,61.0,37.0,65.0,-3.9,-5.2
531.0,PJ Dozier,28.0,MIN,SG,9.0,0.0,35.0,0.667,,0.667,1.0,0.167,0.621,2.0,1.0,143.0,,185.0,184.0,21.0,108.0,824.0,237.0,2.7,0.5
532.0,Harrison Ingram,22.0,SAS,SF,5.0,0.0,35.0,0.5,0.667,0.0,0.5,,0.5,0.0,0.25,107.0,122.0,0.0,92.0,,87.0,0.0,59.0,-0.3,-0.6
533.0,Miles Norris,24.0,BOS,PF,3.0,0.0,35.0,0.222,0.0,0.286,0.333,0.5,0.354,0.222,0.778,48.0,0.0,79.0,61.0,64.0,61.0,92.0,185.0,-3.8,-4.4
534.0,David Duke Jr.,25.0,SAS,SG,6.0,0.0,34.0,0.429,0.375,0.5,0.536,0.5,0.538,0.143,0.429,92.0,69.0,139.0,99.0,64.0,93.0,59.0,102.0,-0.2,-1.1
535.0,D.J. Carton,24.0,TOR,SG,4.0,0.0,33.0,0.143,0.25,0.0,0.143,1.0,0.202,0.143,0.429,31.0,46.0,0.0,26.0,128.0,35.0,59.0,102.0,-5.6,-5.6
536.0,Bryce McGowens,22.0,POR,SG,13.0,0.0,32.0,0.286,0.4,0.0,0.286,0.833,0.391,0.429,0.286,61.0,73.0,0.0,53.0,107.0,68.0,176.0,68.0,-7.2,-6.2
537.0,Leonard Miller,21.0,MIN,SF,13.0,0.0,32.0,0.4,0.6,0.0,0.4,1.0,0.54,0.533,0.333,86.0,110.0,0.0,74.0,128.0,94.0,220.0,79.0,-4.3,-1.3
538.0,Ulrich Chomche,19.0,TOR,PF,7.0,0.0,32.0,0.4,0.4,,0.4,0.5,0.425,0.4,0.0,86.0,73.0,,74.0,64.0,74.0,165.0,0.0,-1.4,-1.8
539.0,Jalen Bridges,23.0,PHO,SF,8.0,0.0,30.0,0.286,,0.286,0.429,0.75,0.514,0.571,1.0,61.0,,79.0,79.0,96.0,89.0,235.0,237.0,-1.6,-1.1
540.0,Jahmir Young,24.0,CHI,PG,6.0,0.0,30.0,0.8,1.0,0.5,0.9,1.0,0.935,0.4,0.4,171.0,183.0,139.0,166.0,128.0,162.0,165.0,95.0,3.6,4.2
541.0,Kevin McCullar Jr.,23.0,NYK,SF,4.0,0.0,29.0,0.286,0.333,0.0,0.286,1.0,0.381,0.286,0.143,61.0,61.0,0.0,53.0,128.0,66.0,118.0,34.0,-3.6,-3.1
542.0,Trentyn Flowers,19.0,LAC,SF,6.0,0.0,27.0,0.364,0.444,0.0,0.364,1.0,0.446,0.273,0.182,78.0,82.0,0.0,67.0,128.0,77.0,112.0,43.0,-3.9,-3.2
543.0,Emanuel Miller,24.0,CHI,PF,6.0,0.0,25.0,0.5,0.571,0.0,0.5,1.0,0.563,0.25,0.125,107.0,105.0,0.0,92.0,128.0,98.0,103.0,30.0,-0.7,-0.2
544.0,Daniss Jenkins,23.0,DET,PG,7.0,0.0,23.0,0.3,0.667,0.143,0.35,0.0,0.322,0.2,0.7,64.0,122.0,40.0,64.0,0.0,56.0,82.0,166.0,-3.9,-5.5
545.0,Anton Watson,24.0,NYK,SF,9.0,0.0,22.0,0.444,0.5,0.0,0.444,,0.444,0.0,0.111,95.0,92.0,0.0,82.0,,77.0,0.0,26.0,-1.8,-2.4
546.0,Tolu Smith,24.0,DET,PF,1.0,0.0,22.0,0.667,0.667,,0.667,0.667,0.678,0.333,0.0,143.0,122.0,,123.0,85.0,118.0,137.0,0.0,2.2,2.1
547.0,Malevy Leons,25.0,OKC,SF,6.0,0.0,21.0,0.0,0.0,0.0,0.0,0.5,0.266,2.0,0.5,0.0,0.0,0.0,0.0,64.0,46.0,824.0,119.0,-2.2,-2.3
548.0,Adama Sanogo,22.0,CHI,C,4.0,0.0,21.0,0.571,0.571,,0.571,,0.571,0.0,0.0,122.0,105.0,,105.0,,99.0,0.0,0.0,0.4,-0.1
549.0,Taze Moore,26.0,POR,SG,2.0,0.0,20.0,0.2,0.167,0.25,0.25,0.5,0.276,0.2,0.4,43.0,31.0,69.0,46.0,64.0,48.0,82.0,95.0,-5.9,-6.5
550.0,Ron Harper Jr.,24.0,DET,SF,1.0,0.0,17.0,0.125,0.5,0.0,0.125,1.0,0.225,0.25,0.75,27.0,92.0,0.0,23.0,128.0,39.0,103.0,178.0,-6.7,-6.2
551.0,Isaiah Mobley,25.0,PHI,PF,1.0,0.0,17.0,0.286,0.25,0.333,0.357,0.5,0.381,0.286,0.429,61.0,46.0,93.0,66.0,64.0,66.0,118.0,102.0,-2.6,-3.1
552.0,Yuri Collins,23.0,GSW,PG,2.0,0.0,16.0,0.333,0.333,,0.333,,0.333,0.0,0.0,71.0,61.0,,61.0,,58.0,0.0,0.0,-1.3,-1.5
553.0,Tristen Newton,23.0,2TM,SG,8.0,0.0,16.0,0.125,0.2,0.0,0.125,1.0,0.178,0.125,0.375,27.0,37.0,0.0,23.0,128.0,31.0,51.0,89.0,-6.7,-6.7
553.0,Tristen Newton,23.0,IND,SG,5.0,0.0,8.0,0.167,0.333,0.0,0.167,1.0,0.233,0.167,0.5,36.0,61.0,0.0,31.0,128.0,40.0,69.0,119.0,-4.5,-4.4
553.0,Tristen Newton,23.0,MIN,SG,3.0,0.0,8.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-2.2,-2.3
554.0,Daishen Nix,22.0,MIN,PG,3.0,0.0,13.0,0.0,,0.0,0.0,0.5,0.266,2.0,1.0,0.0,,0.0,0.0,64.0,46.0,824.0,237.0,-1.1,-1.2
555.0,Skal Labissière,28.0,SAC,PF,4.0,0.0,12.0,0.5,0.333,1.0,0.625,,0.625,0.0,0.25,107.0,61.0,278.0,115.0,,108.0,0.0,59.0,0.7,0.4
556.0,Braxton Key,27.0,GSW,SF,3.0,0.0,11.0,0.0,0.0,0.0,0.0,0.5,0.226,1.5,0.25,0.0,0.0,0.0,0.0,64.0,39.0,618.0,59.0,-4.3,-4.7
557.0,Cui Yongxi,21.0,BRK,SG,5.0,0.0,10.0,0.143,0.25,0.0,0.143,0.5,0.19,0.286,0.429,31.0,46.0,0.0,26.0,64.0,33.0,118.0,102.0,-5.6,-6.1
558.0,Mac McClung,26.0,ORL,SG,2.0,0.0,10.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,0.0,119.0,-2.2,-2.3
559.0,Quincy Olivari,23.0,LAL,PG,2.0,0.0,10.0,0.2,,0.2,0.3,,0.3,0.0,1.0,43.0,,56.0,55.0,,52.0,0.0,237.0,-2.4,-2.8
560.0,Terence Davis,27.0,SAC,SG,1.0,0.0,8.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,0.0,119.0,-2.2,-2.3
561.0,Jalen McDaniels,27.0,WAS,SF,4.0,0.0,7.0,,,,,,,,,,,,,,,,,0.0,0.0
562.0,Riley Minix,24.0,SAS,SF,1.0,0.0,7.0,0.0,,0.0,0.0,,0.0,0.0,1.0,0.0,,0.0,0.0,,0.0,0.0,237.0,-1.1,-1.2
563.0,Isaiah Stevens,24.0,MIA,PG,3.0,0.0,6.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,0.0,119.0,-2.2,-2.3
564.0,Terry Taylor,25.0,SAC,PF,3.0,0.0,6.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-1.1,-1.2
565.0,Jesse Edwards,24.0,MIN,C,2.0,0.0,5.0,,,,,,,,,,,,,,,,,0.0,0.0
566.0,James Wiseman,23.0,IND,C,1.0,0.0,5.0,0.5,0.667,0.0,0.5,1.0,0.615,0.5,0.25,107.0,122.0,0.0,92.0,128.0,107.0,206.0,59.0,-0.3,0.4
567.0,Alondes Williams,25.0,DET,SG,1.0,0.0,4.0,1.0,1.0,1.0,1.25,,1.25,0.0,0.5,214.0,183.0,278.0,230.0,,217.0,0.0,119.0,2.8,2.7
568.0,Zyon Pullin,23.0,MEM,SG,3.0,0.0,3.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-1.1,-1.2
569.0,Jahlil Okafor,29.0,IND,C,1.0,0.0,3.0,,,,,,,,,,,,,,,,,0.0,0.0
,League Average,,,,,,,0.467,0.545,0.36,0.543,0.78,0.576,0.243,0.421,,,,,,,,,,
